id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,label
16159,149,dịu nhẹ sạch,20/03/2023,21:24,4,422211447,good
16160,1451,ưng tích sạch mặt tốt nhiên mùi hóa hơi nồng_xíu khô xài treatment căng khô dưỡng ẩm liền khô_kị mùi nồng xét tổng_thể tương_đối tốt toàn_diện,2/3/2023,21:06,4,422210784,good
16161,3542,hài_lòng khác_biệt,3/10/2020,1:36,3,422205163,neutral
16162,3218,tẩy toner srm hồng không_hợp hợp giúp,16/03/2023,14:07,5,308100023,good
16164,2837,thích mềm quà tặng quà trừ tiền không_thấy_trừ,20/12/2021,19:42,5,318900002,good
16165,1209,tẩy đợt chất_lượng lớp cứng xơ_dích mặt,27/11/2021,15:13,1,243300007,bad
16166,1738,tốt,20/11/2023,9:29,5,100220037,good
16167,279,tuyệt_vời nắp đậm sạch sâu không_gây bết dính không_tấy đỏ rát giá_cả hợp_lí rẻ chất_lượng,11/6/2021,21:05,5,422208807,good
16168,788,hàng hãng đàng_hoàng dầu hỗn_hợp xài lắm không_nhất_thiết nhạy_cảm_xài hãng,17/06/2021,9:42,5,100230059,good
16169,1630,xài sạch sâu không_khô căng tập_thể đàn_ông xài nghiện dầu_xài mặt thoáng nhẹ hẳn,28/10/2021,10:43,5,204100019,good
16170,1372,mụn xài,21/02/2024,19:40,5,422200305,good
16171,1146,mẹ bầu,18/02/2023,8:18,5,422208910,good
16172,1613,hiệu_quả lắm,12/5/2022,17:32,3,327500002,neutral
16173,208,dầu mụn tẩy oreal_nhạt thích sạch dịu nhẹ không_gây_kích_ứng giá_cả rẻ tốt hàng gói hàng cẩn_thận,5/4/2022,9:44,5,422211447,good
16174,987,hasaki srm thử,27/02/2022,15:01,5,422204795,good
16175,4016,ổn giá làn,20/08/2022,1:13,5,206200037,good
16177,1144,srm dịu nhẹ không_gây_kích_ứng nhạy_cảm dầu mụn rửa không_bị khô_kích_ứng đổi srm hãng nổi mụn viêm đỏ,7/8/2023,14:20,5,422209322,good
16178,1157,trộm_vía đắp mặt không_kích_ứng mặt_nạ mềm_đắp ôm khít mặt test đầu tác_dụng không_nma thiên_dầu không_kích_ứng,5/8/2024,9:57,5,422218099,good
16179,1759,tặng,14/12/2021,17:31,4,100240016,good
16181,2216,dầu aply thấm không_gây nhờn rít chiều tẩy thoáng không_đổ dầu kiềm dầu tốt dạng sữa thích,28/11/2020,15:28,5,422207414,good
16182,2336,rẻ_thích trắng cồn mắt,30/06/2021,17:51,4,365000019,good
16183,3841,tuýp ưng dòng cồi trị thâm_tốt,15/05/2024,18:36,5,422219400,good
16184,2346,dễ_dàng thoải_mái thư_giãn,1/5/2023,16:47,5,308500009,good
16185,1458,mụn dầu đi bác_sĩ liễu bác_sĩ kê đơn xài khỏe không_khô bí,15/06/2022,17:24,5,422210980,good
16186,1090,hàng đóng_gói ủng_hộ shop tiếp,28/10/2021,9:28,5,422204910,good
16187,1667,tệ_hơn thất_vọng chất_lượng,27/04/2023,15:11,1,422204259,bad
16189,579,dầu nhạy_cảm chống nắng nâng tone tệp thấm không_bết_rít khó_chịu nhẹ_mặt tiếng dặm,30/11/2023,19:05,5,422212100,good
16190,1377,mặt_nạ mùi thơm nhẹ nhẹ dễ_chịu dưỡng chất,23/01/2024,18:32,5,422205805,good
16191,2248,hồng xài tẩy chết tốt không_xài bha không_nên_xài ngứa,5/5/2024,16:09,5,245500009,good
16192,2369,kiềm dầu tốt cảm_giác thoải_mái,30/04/2023,11:24,5,308500013,good
16193,2582,không_muốn đổi,17/12/2021,11:26,5,207500001,good
16194,450,xài chống nắng xài dầu_tẩy tẩy không_sạch,10/9/2023,20:47,4,204900013,good
16196,210,sài dầu đổi,27/03/2022,15:52,5,205100137,good
16197,62,,21/04/2022,0:04,5,251900024,good
16198,2018,rùi trắng hồng_hào,20/11/2022,17:30,5,422207413,good
16199,4376,cơ_bản ngợi,29/12/2023,14:31,3,422205160,neutral
16200,2171,sạch không_bị khô mùi tuýp không_thấy tẹo xài lâu_dài,31/05/2022,20:24,5,422203506,good
16201,590,hỗn khô trắng,11/7/2023,7:38,5,422212100,good
16202,3216,srm,16/08/2021,8:08,5,422214149,good
16203,1941,cảm_nhận không_giống mềm không_mịn_xót không_lại,4/5/2023,20:05,3,237800005,neutral
16204,268,shop đóng hàng cẩn_thận lắm yêu đầu ưng bụng giá rẻ sọp,4/7/2021,16:23,5,205100146,good
16205,1885,dầu tán vệt không_bết dính lớp finish đẹp thấm_tạo lớp màng mướt ánh hồng_láng không_bít_tắc không_gây chứa parapen cân_nhắc,30/04/2022,14:24,4,249500021,good
16206,319,tẩy thích xài tiếp,9/10/2020,5:24,5,422204259,good
16207,2347,dễ_dàng thoải_mái thư_giãn,1/5/2023,13:32,5,308500009,good
16208,1472,sạch tốt không_phù_hợp khô lắm hơi căng mặt,17/11/2021,20:41,5,204900128,good
16209,283,tẩy dịu nhẹ mềm không_gây_kích_ứng giá rẻ hàng hơi,2/6/2021,23:07,5,422208807,good
16210,856,,9/6/2024,10:08,5,422204795,good
16211,214,xài rùi hasaki làm_việc tín,19/03/2022,18:12,5,422208807,good
16212,2062,sống tỉnh lượg mưa nhiệt_độ tb nắng_nóng biển cảm_nhận chất sữa tán thấm kháng mồ_hôi tốt nâng tone nhẹ tầm lớp finish_ráo mịn ẩm_nhẹ khô dưỡng_ẩm hạn_chế khô khô cảm_giác châm_chít tóm_lại có_giá bình_dân chấm vùg khí_hậu khô nóg thử dưỡng ẩm kỹ,14/08/2023,14:24,5,249500002,good
16213,1175,kiềm dầu tầm không_nâng_tông khô thoáng không_bết_dính vón không_dưỡng,23/08/2022,16:22,5,249500013,good
16214,190,tặng bông_tẩy hông,4/8/2022,0:59,4,422211447,good
16215,2711,chống nắng siêu_đỉnh tiếc thiên_dầu treatment kiếm dòng chống nắng sài laroche posay không_nâng tone mà_còn tone đi tư_vấn không_bị bí_bết dính kiềm dầu tốt nâng tone mỏng nhẹ,24/07/2024,14:28,5,248700035,good
16216,71,nhạy_cảm nóng rát_châm chích tầm_phút tạm ổn,19/04/2022,21:31,4,253900005,good
16217,1111,tẩy tốt không_mùi không_màu dịu nhẹ không_châm chích khô nhạy_cảm xài êm lắm xài chống nắng lông_mày tô trôi hài_lòng xài lắm,7/8/2022,23:57,5,422207562,good
16218,702,dễ_dàng thoải_mái thư dãn,27/04/2023,18:24,5,308500018,good
16219,194,hàng siêu_giá,11/7/2022,12:03,5,205100137,good
16220,701,thích hasaki tẩy,29/04/2023,18:34,5,422216594,good
16221,2465,mặt_nạ chất_lượng đỏ đắp sờ_căng mịn thích không_cần_rửa dịu nhẹ mùi hương nhẹ tiếp kiểm_chứng hiệu_quả khít,22/06/2019,23:28,5,422205162,good
16222,220,mụn đẩy không_cũng mùi hắc_cực cảm_nhận,1/4/2023,17:54,5,422207810,good
16223,1419,tốt dịu nhẹ srm dầu cân_nhắc tiếng hiện_tượng đổ dầu xài nhạy_cảm_kích_ứng hơi châm_chít bình_thường sạch nhẹ_nhàng thời mụn đầu đen không_nhiều trở_nên khỏe tóm tắt tốt cầu,6/2/2022,14:26,5,422200632,good
16224,214,xài rùi hasaki làm_việc tín,19/03/2022,18:12,5,422211446,good
16226,2884,tẩy bổ_rẻ sạch tốt không_bị khô xài lắm tiết_kiệm phí lắm mụn không_sợ kích_ứng mụn,8/2/2021,14:17,5,377400001,good
16227,1291,sản phâm tốt nhạy_cảm cạnh vơi,3/8/2019,19:23,4,204900024,good
16228,1401,mùi thơm dễ_chịu thấm cảm_giác mịn,2/5/2021,14:54,5,422200306,good
16229,4292,sữa rửa mặt tốt mụn sạch kiềm dầu tốt nhạy_cảm,14/03/2022,15:11,5,248700001,good
16230,134,hàng tặng quà shop,20/07/2023,15:03,5,422206648,good
16231,1377,mặt_nạ mùi thơm nhẹ nhẹ dễ_chịu dưỡng chất,23/01/2024,18:32,5,422205804,good
16232,1961,tuyệt_vời,23/07/2023,9:46,5,422214147,good
16233,2331,mùi hương dễ_chịu mát_cực giá_thành ổn,2/5/2023,19:17,5,422206537,good
16234,1279,chân_ái shop hàng,23/01/2022,6:49,5,204900024,good
16235,165,refreshing công_dụng chủ_yếu tẩy dầu mụn nhạy_cảm không_makeup bôi kcn khả_năng sạch ổn_tẩy kcn bụi bẩn tẩy mềm_không_bị khô không_hề không_thấy kích_ứng không_bị nổi mụn,28/11/2022,10:09,5,205100136,good
16236,1470,kiềm dầu tốt lắm,4/12/2021,12:51,5,422210980,good
16237,2480,nâng tông màu tự_nhiên,27/05/2022,12:21,5,422211997,good
16238,3133,hàng cực đóng_gói,28/04/2020,14:41,5,422211489,good
16239,830,texture mỏng thấm cảm_giác đầu nâng tông nhẹ set hầu_như suốt kiềm dầu xỉn không_bị vàng cổ áo giá đợt hơi hãng,18/05/2024,20:14,5,422218365,good
16240,139,lọ hỗn_hợp thiên_dầu bôi lớp dưỡng tróc miệng kcn thấm nâng tông nhẹ ưng,18/04/2023,11:12,5,223600009,good
16241,2445,chất_lượng giá hạt cảm_nhận đầu miếng đắp thử căng mượt hôm rửa mặt tông trắng_sắng hẳn thích lắm,27/07/2020,7:54,5,308500018,good
16242,38,thích lắm,15/04/2023,15:28,5,318900012,good
16243,1075,mặt ổn hỗn_hợp thiên_dầu mụn ẩn_nhẹ không_thấy bít chất mỏng khô thấm nâng_tông lớp finish khô không_bị đổ dầu lắm nhiên độ chống nắng nắng gắt không_bảo đảm_độ chống nắng,14/11/2023,23:49,5,249500011,good
16244,1696,hợp,17/04/2021,23:54,5,345800001,good
16245,2391,dễ_dàng thoải_mái thư_giãn,28/04/2023,13:12,5,308500018,good
16246,337,dịu nhẹ không_gây khô rát khó_chịu dầu mụn hasaki hàng cực chất_lượng tốt giá_cả,15/04/2020,14:21,5,422211447,good
16247,1471,hỗn_hợp thiên_dầu xài rửa mặt mặt nhẹ_tưng thông_thoáng kiềm dầu,10/12/2021,21:39,5,204900056,good
16248,2760,dạng bôi thấm_ráo kiềm dầu cực tuýp sài căng mịn khuyết_điểm giá hơi đỗ nghèo_khỉ,21/06/2022,14:47,5,343100024,good
16249,792,không_mê lớp finish hiệu_quả kiềm dầu đỉnh chất_lỏng bôi nhớt bí chống nắng không_bù giá_thành rẻ không_bị_kích_ứng ngứa rát bề_mặt dầu_khỏe,4/4/2021,2:39,3,422217292,neutral
16250,1807,mướt rượt không_kềm_dầu dầu hơi loáng aply,28/10/2024,15:18,5,249500011,good
16251,1574,êm nhạy_cảm lắm sài phục_hồi không_bị_kích_ứng,5/11/2023,18:41,5,422209046,good
16252,1821,hãng roche posay efaclar thành_phần phylobioma niacinamide procerad giúp mụn ngăn_ngừa mụn kiểm_soát khuẩn hiệu_quả đợi thời cảm_nhận đầu mùi thơm dễ_chịu không_gây_bết dính dễ_tán thấm trộm_vía không_gây cảm_giác châm xài dòng cũ nâng_cấp thích,13/12/2023,17:03,5,422216352,good
16253,2214,sữa chống nắng mặt dầu_xài,15/01/2021,14:53,5,249500021,good
16254,716,tốt,19/04/2023,17:15,5,422216594,good
16255,2321,dễ_dàng thoải_mái thư_giãn,4/5/2023,13:43,5,308500013,good
16256,117,tẩy tốt loreal không_bị rát sát tẩy sạch không_bị khô tiền,23/06/2024,11:25,5,422211447,good
16257,313,bọc hàng cẩn_thận,20/11/2020,8:55,5,205100136,good
16258,2869,tệ_không,22/09/2021,0:29,1,205100146,bad
16259,899,tốt,13/04/2023,19:32,5,422204795,good
16260,49,chất_sệt mịn thấm không_bóng dầu nâng tone nhẹ nhiên sần_sùi cân_bằng độ_ẩm kết_hợp lót lớp sữa chống nắng ẩm dưỡng ẩm lớp scn xài không_lên mụn,22/09/2022,11:44,4,422201123,good
16261,1210,kcn tốt shop_thiện hàng,14/06/2021,11:08,5,422217292,good
16262,3135,tẩy sạch ẩm_thiết_kế đẹp,28/09/2019,11:29,5,223600035,good
16263,1756,mụn ẩn_khóe miệng đi nặn mụn không_lên xài tầm tuần mụn đẩy xài đẩy yêu dứt_điểm mụn_ẩn retinol hãng,8/3/2022,14:39,5,100240016,good
16264,22,mùi dễ_chịu thích lắm,4/9/2023,11:28,5,318900012,good
16265,1310,tốt thử xài không_xài chất không_đặc không_lỏng không_thấy tác_dụng không_nên phí tiền tiền dòng phục_hồi serum,25/03/2022,11:55,3,422211878,neutral
16266,1469,,24/01/2022,23:34,5,422203300,good
16267,519,srm xài không_muốn đổi dầu mụn rữa không_bị dầu_nhờn cảm_giác rữa đi liễu,11/12/2022,14:30,5,204100019,good
16268,1402,mùi hơi khó_chịu rửa mặt_mềm khô,13/03/2021,20:35,3,204900159,neutral
16269,1223,dầu,7/6/2020,11:16,5,249500013,good
16270,4101,tẩy tế_bào chết mặt ổn,19/11/2023,10:41,5,422207812,good
16271,3993,tốt không_cồn thấm lớp thấm mướt,14/04/2022,18:40,5,331300023,good
16272,2206,kiềm dầu cực tốt hơi bột bột á_không_có mịn lắm khô dưỡng ẩm tông nhẹ không_đều hiện_tượng vón_cục chỗ khóe mũi mắt,1/8/2021,22:28,5,249500021,good
16273,677,tệ_hơn tưởng_tượng,28/10/2021,15:13,1,422204259,bad
16275,261,dầu mụn nhẹ giá sạch tốt,16/07/2021,17:51,4,422211447,good
16276,2721,kiếm srm chân_ái cuộc_đời sài mụn bọc đỏ mọc kết_hợp chấm mụn còi cực_kì xài êm laroche không_bị khô mụn dược mỹ_phẩm nhật rcm mụn đỏ xài bớt,6/8/2022,14:39,5,248700053,good
16277,2932,hàng lẻ hộp,15/10/2024,10:22,5,422218098,good
16278,2327,giá_thành rẻ đắp thư_giãn công_dụng không_ngờ,3/5/2023,17:55,5,308500037,good
16279,1837,miếng tốt mát_lạnh đắp bớt dầu_đắp ẩm_mượt không_thêm chăm_sóc mặt ngủ nốt mụn sưng đỏ,9/5/2020,19:20,5,422205163,good
16280,3878,sdung không_phù_hợp liên_hệ,2/2/2023,13:55,5,345800002,good
16281,121,dòng sạch sâu hợp dầu mụn tẩy sạch êm,19/11/2023,12:07,5,422211446,good
16282,1068,tẩy sạch mkup nhẹ tầm mùi thơm mkup đậm tầm,18/05/2023,9:23,5,422204910,good
16283,1617,klenzit tốt,18/03/2022,21:18,4,422208181,good
16284,3277,đắp mặt_nạ không_phải_đắp hiệu_quả hasaki gói hàng tốt đắp xài retinol không_rát nóng_đắp ẩm chất dư không_muốn bôi mắc,7/5/2022,0:09,5,422206103,good
16285,2870,kiềm dầu tốt sạch không_bị căng,23/03/2021,22:20,5,308500001,good
16286,1469,tạm ổn,13/03/2022,19:53,4,100220010,good
16287,402,hiệu_quả cực_kì giá_thành,15/04/2023,22:26,5,100230059,good
16288,3565,miếng dán tốt_dán chỗ mụn bớt sưng dán liên_tục rút đầu mụn hasaki hàng,26/09/2017,15:22,5,100250033,good
16289,1670,hương nồng mùi bột giặt chất sữa dạng lỏng tán không_nâng tông_bôi cảm_giác bết rít bóng nổi_bật khuyết_điểm cồn bôi mắt rát nhẹ,2/7/2024,7:53,3,422207323,neutral
16290,2916,shope hài_lòng hàng lẫn,16/11/2020,15:48,5,204100003,good
16291,304,,22/01/2021,10:06,5,205100136,good
16292,3174,tốt,24/08/2020,9:01,5,345800001,good
16293,2325,dễ_dàng thoải_mái thư_giãn,4/5/2023,10:05,5,422205163,good
16294,2532,,25/12/2023,15:23,3,207500001,neutral
16295,2586,bt silcot không_muốn thương_hiệu,29/05/2021,10:27,5,207500007,good
16296,219,hình tặng quà hàng hơi chất_thù trải_nghiệm,18/02/2022,11:48,4,205100146,good
16297,404,tốt,15/04/2023,16:02,5,422208975,good
16298,1426,hàngyêu thơm nhẹ êm,8/4/2021,14:28,5,422200632,good
16299,2075,khuyết_điểm nâng tone đẹp tự_nhiên giá_cả hợp_lý chất tán,4/8/2020,11:11,4,422203145,good
16300,601,hợp dầu,1/1/2023,11:19,5,204900004,good
16301,466,chân_ái tội bôi hơi mắt,17/05/2023,10:25,5,204900013,good
16302,3988,thích không_rít không_chứa cồn đầu bôi nâng_tông nhẹ sài tệp,4/5/2022,21:18,5,331300023,good
16303,1967,ổn không_quá tốt không_quá xấu,30/11/2022,18:57,3,422212892,neutral
16304,1491,hỗn_hợp thiên_dầu nhạy_cảm kích_ứng sữa rửa mặt cảm_giác mê rửa mềm không_hề khô không_ngứa không_đỏ ửng,21/08/2020,13:33,5,204900004,good
16305,719,tốt lắm,17/04/2023,19:48,5,100230056,good
16306,1041,kcn đỉnh nhạy_cảm xài sướng tiền tuýt,14/10/2022,22:11,5,422200236,good
16307,1943,,17/11/2023,19:36,5,422207812,good
16308,2346,dễ_dàng thoải_mái thư_giãn,1/5/2023,16:47,5,308500018,good
16309,3699,không_đánh giá hũ review chất thấm mắt chẳng_dính sát không_thấy đỡ thâm_quầng mắt nhăn chống lão,2/10/2022,22:47,3,248700032,neutral
16311,187,tốt không_thấy quà tặng đi kèm,18/08/2022,9:16,4,205100146,good
16312,1157,sài ổn không_bị xù giá rcm,30/05/2024,15:01,5,422211640,good
16313,1187,hàng cực_kì,18/06/2022,6:05,5,249500013,good
16314,2406,kiềm dầu tốt,4/3/2023,6:04,5,422205164,good
16315,3814,không_ấn tượng lắm chấp_nhận cầu,30/06/2022,22:30,3,100150058,neutral
16316,366,xài dã ý_giá siêu_rẻ tiếp,26/10/2018,19:57,5,422204259,good
16317,1292,tốt_dịu nhẹ bọt mịn mặt ẩm_không_hề khô,15/05/2019,11:49,5,100190059,good
16318,1699,mịn dịu vết đỏ_chóng kiểm_soát nhờn cực tốt công_dụng ẩm_không_phải chủ_yếu không_đủ ẩm dầu ưng hàng klairs cực,26/08/2020,15:22,5,318900005,good
16319,330,bổ rẻ không_gây,28/07/2020,9:38,5,205100136,good
16320,145,phẩm tốt túi_tiền hiệu_quả,19/04/2023,20:48,5,422208807,good
16321,3130,shop thân_thiện hàng chất_lượng tốt giá rẻ đợt freship,15/10/2020,12:23,5,422211489,good
16322,3655,mùi dễ_chịu,20/11/2023,11:49,5,100220010,good
16323,1184,dạng đặc sữa thấm mùi không_bị nồng thích chất_lượng tốt giá bình_dân lựa_chọn,28/11/2022,23:53,5,249500019,good
16324,3203,đắp mặt căng bóng thích lắm,24/10/2024,12:38,5,422220080,good
16325,2043,nồng mùi cồn không_giống vón bếch,14/10/2022,16:25,1,249500019,bad
16327,2099,nhạy_cảm_nhờn nổi mụn xài bọt dịu nhẹ rửa sạch xài mỹ_phẩm rửa không_bị,20/01/2022,12:27,5,422202569,good
16328,2324,tuyệt sạch_nhờn mụn,4/5/2023,12:56,5,308500037,good
16329,714,ưng_ý,20/04/2023,18:22,5,100230057,good
16330,805,hợp hỗn_hợp thiên_dầu sài skin nắp vàng kích_ứng đổi cải_thiện tẩy kỹ không_bị mụn,11/5/2023,11:32,5,422208156,good
16331,818,hàng đong_gói kỹ_thơm thích sư lân đầu cảm_sạch hơi nóng mãi tơi_vân thây nóng,20/12/2019,15:23,4,100230057,good
16332,1131,hàng kèm quà tặng dưỡng_xài êm mụn xài bí mụn,17/10/2024,13:50,5,422211241,good
16333,2454,đắp mask đêm mịn mụn lặn,9/3/2020,21:10,5,308500004,good
16334,347,xài sạch xài êm lắm bữa đi không_cần_rửa mặt,12/10/2019,13:42,5,205100136,good
16335,124,dịu,14/11/2023,18:31,5,422204259,good
16336,807,tẩy tốt_hợp mùi thơm,22/08/2020,20:21,5,100230057,good
16337,1981,kết_cấu thoáng nhẹ không_bóng mặt kiềm_dầu tương_đối dầu aply mùi hương nhẹ không_thích_tí ổn,2/12/2022,18:41,5,249500027,good
16338,780,mùa dịch nội_thành chất_lượng thương_hiệu bàn,18/08/2021,19:21,5,200400003,good
16339,801,,13/10/2020,19:19,5,100230057,good
16340,316,bàn_cãi giá rẻ,3/11/2020,10:53,5,422206648,good
16341,2464,chất_lượng tốt dầu,26/08/2019,11:03,5,308500015,good
16342,69,đầu thử sợ thấm châm chích rát chỗ mẩn đỏ không_chịu không_dám mặt tuần,16/11/2021,17:11,1,422200305,bad
16343,541,ổn không_có_điểm chê,22/12/2016,13:38,3,308500009,neutral
16344,1941,mùi hương dễ_chịu mát giá_thành ổn,6/5/2023,9:50,5,204100054,good
16345,330,bổ rẻ không_gây,28/07/2020,9:38,5,422211447,good
16346,2417,mặt_nạ hương nồng mũi nóng không_lại,6/12/2021,21:44,3,308500013,neutral
16347,297,nhũ mụn nhạy_cảm cân_nhắc chất đặc_sệt màu tím_nhạt nâng tone nhẹ mùi khó_chịu,13/04/2021,10:22,5,249500028,good
16349,1863,không_hiểu tệ_thế,18/07/2023,12:15,1,100220037,bad
16350,117,,3/9/2018,5:06,5,100220009,good
16351,1081,xài tẩy chống nắng sample garnier kích_ứng cổ mặt,1/7/2022,19:49,3,422220606,neutral
16352,4333,hợp hiệu_quả hài_lòng hasaki_nhập,23/02/2018,22:57,5,422214339,good
16353,1466,tuýt,2/3/2022,8:24,5,327500002,good
16354,1939,chất_lượng tệ_không,28/04/2023,22:39,1,204100023,bad
16355,2578,thích,8/1/2024,14:00,5,207500007,good
16356,792,ổn nhạy_cảm xài hơi không_thích mùi hắc lắm màu xài ổn lắm,15/05/2021,1:58,4,422205162,good
16357,2964,chống nắng,2/5/2022,11:06,3,422202579,neutral
16358,1162,lớp màng ẩm bóng bóng cấ ẩm tốt hơi í,30/08/2023,0:16,5,422208981,good
16359,2928,sánh bnbg nhma ẩm_không_tốt bnbg tốt tầm_giá dầu ẩm thoải_mái mặt_nạ,27/03/2024,22:14,5,422209719,good
16360,2574,xài ổn,16/07/2020,21:00,5,211300005,good
16361,492,chân_ái không_thì đẹp chứ_phối hơi dày,12/12/2022,15:10,5,204900013,good
16362,659,quà tặng bông_tẩy,21/09/2023,11:35,5,422216594,good
16363,1398,thích,16/07/2021,11:31,5,422200305,good
16364,1818,chất màu trắng mỏng nhẹ thấm giúp mụn hiệu_quả nhạy_cảm bé gái gái tốt,25/12/2023,11:47,5,422216352,good
16365,2048,mùi đợt hắc,29/09/2022,12:05,1,249500019,bad
16366,245,lắm nè_không_đòi hợp,25/09/2021,21:50,5,422204259,good
16367,283,thiên_khô ẩm tốt không_nặng mặt,25/11/2022,21:59,5,422203979,good
16368,2549,tưởng_eucerin hãng chất_lượng hiệu_quả tốt colector không_làm thâm_đợt mụn dị_ứng thời_tiết xài xử vết đốm,12/11/2020,21:41,5,100210020,good
16369,1150,,8/1/2023,0:02,5,422209322,good
16370,3690,hơi ổn không_mùi thấm mát_giá tương_đổi ổn,28/05/2023,15:04,5,256700002,good
16372,553,tốt,11/1/2022,22:22,5,204900013,good
16373,3407,tạm ổn không_đáng giá tiền,26/10/2024,9:06,2,422218100,bad
16374,3055,lọ khả_năng dưỡng_ẩm mỏng nhẹ mướt không_bị nhờn rít trắng tiếp,21/08/2023,14:10,4,224100019,good
16375,349,siêu,2/10/2019,19:55,5,422208807,good
16376,90,đầu ổn toner dạng tiết_kiệm,7/6/2021,22:32,5,318900011,good
16377,3318,đùng chất không_đặc không_lỏng bôi tán thấm không_bết dính không_nâng_tông mùi thơm_mát dưỡng,21/02/2023,10:30,5,223600009,good
16378,4242,mặt_nạ cocon liên_hệ,12/2/2023,18:09,5,308100018,good
16379,385,bì_lạ made,28/10/2023,10:08,5,422208974,good
16381,196,bổ rẻ liên_tục ý_định đổi,3/7/2022,0:47,5,205100137,good
16382,2994,xài chất đẹp thấm lớp mỏng nhẹ,31/07/2023,11:28,5,422214044,good
16383,162,á_giá rẻ mùi hơi ghê hiệu_quả,6/1/2023,0:45,5,365000017,good
16384,4040,tủ_lạnh đắp lắm,1/10/2020,16:33,5,365000019,good
16385,242,ẩm tốt_thoáng,5/12/2023,13:34,5,422201448,good
16386,672,thích hasaki tẩy,4/5/2023,19:05,5,422216594,good
16387,2933,phục_hồi tốt skincare đầy_đủ đắp tuần cải_thiện hẳn,30/07/2024,20:51,5,422218098,good
16388,2393,dễ_dàng thoải thư_giãn,28/04/2023,10:08,5,308500004,good
16389,689,thích hasaki tẩy,30/04/2023,18:34,5,200400003,good
16390,2308,rât_hợp dầu mụn,2/8/2024,21:59,5,308500004,good
16391,127,,24/10/2023,11:49,3,205100146,neutral
16392,2350,dễ_dàng thoải_mái,1/5/2023,11:57,5,422205164,good
16393,661,ổn lành_tính,3/3/2021,20:19,5,253900004,good
16394,2096,sữa rửa mặt xài dịu nhẹ sạch sâu không_kích_ứng bọt xài thích ạ_dạ nhạy_cảm siêu_dễ kích_ứng nhẹ,18/02/2022,23:26,5,422211501,good
16395,2375,mùi thơm_dịu mát thư_giãn,29/04/2023,16:52,5,422205160,good
16396,1447,dễ_chịu dịu giá_thành ổn,1/5/2023,12:46,5,204900004,good
16397,2204,kiềm dầu nâng tông tốt tầm giá,4/11/2021,19:10,5,422203146,good
16398,3081,chậm chấp_nhận,15/01/2023,20:25,2,422208975,bad
16399,354,giá_thành hợp_lý sạch dễ_chịu,4/8/2019,20:33,5,422204259,good
16400,375,cực_kỳ dầu nhma rửa độ_ẩm thích không_mùi gắt_nồng mùi nhẹ,2/9/2024,22:09,5,422208977,good
16401,695,dễ_dàng thoải_mái thư_giản,29/04/2023,11:43,5,422205162,good
16402,4040,tủ_lạnh đắp lắm,1/10/2020,16:33,5,365000014,good
16403,1877,kiềm dầu vón cục khóe mũi mụn tẩy kĩ mùi kcn hơi nồng,19/08/2021,14:01,5,249500021,good
16404,1069,giá_cả hợp_lý tốt,27/04/2023,22:56,5,422211183,good
16405,4307,tuýt hỗn_hợp sài không_bị khô không_chứa cồn tâm,8/1/2023,23:56,5,343100041,good
16406,148,srm chân_ái dầu đỡ,9/6/2024,12:57,5,204900004,good
16407,1761,kcn không_kiềm dầu tốt hiệu_quả lựa_chọn,27/11/2021,8:20,3,204100003,neutral
16409,810,tẩy thử bioderma đợi sạch sâu kích_ứng thử shop đóng_gói cẩn_thận hàng ủng_hộ,16/07/2020,20:25,5,100230056,good
16410,4082,nhạy_cảm đầu bha đầu dám xài tập đầu hơi cảm_giác rát_nhẹ đẩy mụn_ẩn lắm mụn nặn nhẹ_nhân xẹp chất thẩm_thấm mùi độ_ẩm căng bóng,18/02/2020,0:16,4,345800003,good
16411,294,dễ_chịu ưng,23/03/2021,21:02,4,205100137,good
16412,1144,srm dịu nhẹ không_gây_kích_ứng nhạy_cảm dầu mụn rửa không_bị khô_kích_ứng đổi srm hãng nổi mụn viêm đỏ,7/8/2023,14:20,5,422207866,good
16413,1413,mềm,17/04/2023,11:13,5,422218283,good
16414,3840,bám đi học rửa mặt_tát ầm_ầm không_hề rớt,10/7/2023,13:38,5,422207417,good
16415,1036,dễ_dàng thoải_mái thư_giãn,27/04/2023,12:55,5,422205162,good
16416,144,tốt lắm,21/04/2023,14:21,5,422211447,good
16417,3623,khô chàm mùa đông nứt_nẻ tróc ngứa thử mướt mềm hẳn hẵng mặc_dù tắm cảm_giác sạch cảm_giác nhờn_bí tầm_mướt nhẹ vọng cải_thiện,19/11/2023,13:16,5,422208983,good
16418,140,tẩy sạch lớp mắt môi không_gây_kích_ứng,4/6/2023,19:19,5,422204259,good
16419,2903,thời_tiết roche posay ưu_điểm eucerin dễ_tán bật_tông ngăm thích màu tự_nhiên mắt nhược mặc_dù kiềm dầu phòng điều_hòa mồ_hôi trôi_tuốt tuồn khuyên mắt không_nên roche trời nắng mắt không_mở đi máy quá_sức hiểm,21/04/2023,23:39,4,204100003,good
16420,3322,xài ổn_ráo nma dị_ứng mùi cồn cồn cân_nhắc không_treatment xài học chống trôi,15/03/2022,7:22,5,223600009,good
16421,297,không_màu không_mùi không_gây nhờn rít tẩy_nhiên rửa sạch sữa rửa mặt tẩy sạch lớp chống nắng chì velvet makeup đậm,17/03/2021,14:24,5,422204259,good
16422,2458,ẩm tốt đắp,8/2/2020,16:09,5,308500013,good
